candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,final_score,connected_cells,layout_score,diagnostics
0,false,-1,17.40,174,3554,687,0,25,9,-12440,30,2357453,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-r-001,cell-t-001,cell-u-001;missingResources=A,F,J,L,M;strong=[cell-c-002,cell-e-001,cell-g-001,cell-n-002,cell-t-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001,red-myco-001]|[cell-c-001,red-myco-002,red-myco-003,red-myco-005]|[cell-n-001,cell-o-002,cell-u-001,red-myco-004]|[cell-k-001,cell-l-001]|[cell-o-003,cell-r-001]|[cell-a-001]|[cell-b-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-001];weak=[cell-c-002,cell-e-001,cell-g-001,cell-n-002,cell-t-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001,red-myco-001]|[cell-c-001,red-myco-002,red-myco-003,red-myco-005]|[cell-n-001,cell-o-002,cell-u-001,red-myco-004]|[cell-k-001,cell-l-001]|[cell-o-003,cell-r-001]|[cell-a-001]|[cell-b-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-001]"
1,false,-1,16.30,163,3308,612,0,23,7,-13119,30,2171758,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-r-001,cell-t-001,cell-u-001,red-myco-004;missingResources=A,F,J,L,M,R;strong=[cell-d-001,cell-p-001,cell-q-001,cell-s-001,red-myco-001]|[cell-c-001,red-myco-002,red-myco-003,red-myco-005]|[cell-c-002,cell-e-001,cell-g-001,cell-n-002]|[cell-n-001,cell-o-002,cell-u-001]|[cell-h-001,cell-r-001]|[cell-k-001,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-001]|[cell-o-003]|[cell-t-001]|[red-myco-004];weak=[cell-d-001,cell-p-001,cell-q-001,cell-s-001,red-myco-001]|[cell-c-001,red-myco-002,red-myco-003,red-myco-005]|[cell-c-002,cell-e-001,cell-g-001,cell-n-002]|[cell-n-001,cell-o-002,cell-u-001]|[cell-h-001,cell-r-001]|[cell-k-001,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-001]|[cell-o-003]|[cell-t-001]|[red-myco-004]"
2,false,-1,17.20,172,3710,926,0,25,7,-8554,30,2225063,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-r-001,cell-s-001,cell-t-001,cell-u-001,red-myco-004,red-myco-005;missingResources=A,F,J;strong=[cell-c-001,cell-c-002,cell-e-001,cell-g-001,cell-h-001,cell-n-002,cell-r-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-n-001,cell-o-002,cell-u-001]|[cell-a-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-o-003]|[cell-t-001]|[red-myco-004]|[red-myco-005];weak=[cell-c-001,cell-c-002,cell-e-001,cell-g-001,cell-h-001,cell-n-002,cell-r-001,red-myco-001,red-myco-002,red-myco-003]|[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-n-001,cell-o-002,cell-u-001]|[cell-a-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-o-003]|[cell-t-001]|[red-myco-004]|[red-myco-005]"
3,false,-1,15.20,152,3133,695,0,23,6,-12043,30,2369290,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001,cell-u-001,red-myco-004,red-myco-005;missingResources=A,D,F,J,T,U;strong=[cell-c-001,cell-c-002,cell-e-001,cell-g-001,cell-h-001,cell-n-002,cell-r-001]|[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-p-001,cell-q-001,cell-s-001]|[red-myco-001,red-myco-002,red-myco-003]|[cell-a-001,cell-o-002]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-n-001]|[cell-o-003]|[cell-t-001]|[cell-u-001]|[red-myco-004]|[red-myco-005];weak=[cell-c-001,cell-c-002,cell-e-001,cell-g-001,cell-h-001,cell-n-002,cell-r-001]|[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-p-001,cell-q-001,cell-s-001]|[red-myco-001,red-myco-002,red-myco-003]|[cell-a-001,cell-o-002]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-n-001]|[cell-o-003]|[cell-t-001]|[cell-u-001]|[red-myco-004]|[red-myco-005]"
4,false,-1,11.80,118,2236,231,0,19,4,-19563,30,1907191,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-r-001,cell-s-001,cell-t-001,cell-u-001,red-myco-004,red-myco-005;missingResources=A,E,F,G,J,L,M,R;strong=[cell-c-001,red-myco-001,red-myco-002,red-myco-003]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-n-001,cell-o-002,cell-u-001]|[cell-h-001,cell-r-001]|[cell-k-001,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-c-002]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-n-002]|[cell-o-001]|[cell-o-003]|[cell-t-001]|[red-myco-004]|[red-myco-005];weak=[cell-c-001,red-myco-001,red-myco-002,red-myco-003]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-n-001,cell-o-002,cell-u-001]|[cell-h-001,cell-r-001]|[cell-k-001,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-c-002]|[cell-e-001]|[cell-f-001]|[cell-g-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-n-002]|[cell-o-001]|[cell-o-003]|[cell-t-001]|[red-myco-004]|[red-myco-005]"
5,false,-1,17.50,175,3545,1080,0,26,8,-6310,30,2461947,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-003,cell-p-001,cell-q-001,cell-s-001,cell-t-001,cell-u-001,red-myco-001,red-myco-004;missingResources=D,F,J;strong=[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-c-002,cell-e-001,cell-g-001,cell-n-002,cell-t-001]|[cell-a-001,cell-n-001,cell-o-002,cell-u-001]|[cell-c-001,cell-h-001,cell-o-003,cell-r-001]|[cell-p-001,cell-q-001,cell-s-001]|[red-myco-002,red-myco-003,red-myco-005]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[red-myco-001]|[red-myco-004];weak=[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-c-002,cell-e-001,cell-g-001,cell-n-002,cell-t-001]|[cell-a-001,cell-n-001,cell-o-002,cell-u-001]|[cell-c-001,cell-h-001,cell-o-003,cell-r-001]|[cell-p-001,cell-q-001,cell-s-001]|[red-myco-002,red-myco-003,red-myco-005]|[cell-d-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[red-myco-001]|[red-myco-004]"
6,false,-1,15.40,154,3387,923,0,22,8,-9377,30,2241931,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-s-001,cell-t-001,cell-u-001,red-myco-004,red-myco-005;missingResources=A,F,J,M;strong=[cell-b-001,cell-c-001,cell-h-001,cell-k-001,cell-l-001,cell-o-001,cell-r-001,red-myco-001,red-myco-002,red-myco-003]|[cell-c-002,cell-e-001,cell-g-001,cell-n-002,cell-t-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-n-001,cell-o-002,cell-u-001]|[cell-a-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-003]|[red-myco-004]|[red-myco-005];weak=[cell-b-001,cell-c-001,cell-h-001,cell-k-001,cell-l-001,cell-o-001,cell-r-001,red-myco-001,red-myco-002,red-myco-003]|[cell-c-002,cell-e-001,cell-g-001,cell-n-002,cell-t-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-n-001,cell-o-002,cell-u-001]|[cell-a-001]|[cell-f-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-003]|[red-myco-004]|[red-myco-005]"
7,false,-1,16.90,169,3128,846,0,25,8,-10773,30,2084374,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-003,cell-p-001,cell-r-001,cell-s-001,cell-t-001,cell-u-001,red-myco-004;missingResources=F,G,H,J,M,R;strong=[cell-a-001,cell-e-001,cell-n-001,cell-o-002,cell-u-001]|[cell-c-001,red-myco-001,red-myco-002,red-myco-003,red-myco-005]|[cell-b-001,cell-k-001,cell-l-001,cell-o-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-g-001,cell-n-002]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-003]|[cell-r-001]|[cell-t-001]|[red-myco-004];weak=[cell-a-001,cell-e-001,cell-n-001,cell-o-002,cell-u-001]|[cell-c-001,red-myco-001,red-myco-002,red-myco-003,red-myco-005]|[cell-b-001,cell-k-001,cell-l-001,cell-o-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-g-001,cell-n-002]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-o-003]|[cell-r-001]|[cell-t-001]|[red-myco-004]"
8,false,-1,9.60,96,2098,457,0,17,5,-18275,30,1477645,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-002,cell-o-003,cell-p-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001,cell-u-001,red-myco-004,red-myco-005;missingResources=A,D,F,H,J,P,R,S,U;strong=[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-c-001,red-myco-001,red-myco-002,red-myco-003]|[cell-e-001,cell-g-001,cell-n-002]|[cell-a-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-n-001]|[cell-o-002]|[cell-o-003]|[cell-p-001]|[cell-q-001]|[cell-r-001]|[cell-s-001]|[cell-t-001]|[cell-u-001]|[red-myco-004]|[red-myco-005];weak=[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-c-001,red-myco-001,red-myco-002,red-myco-003]|[cell-e-001,cell-g-001,cell-n-002]|[cell-a-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-n-001]|[cell-o-002]|[cell-o-003]|[cell-p-001]|[cell-q-001]|[cell-r-001]|[cell-s-001]|[cell-t-001]|[cell-u-001]|[red-myco-004]|[red-myco-005]"
9,false,-1,18.60,186,3939,1388,0,26,10,-3050,30,2245298,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-n-002,cell-o-001,cell-o-003,cell-p-001,cell-s-001,cell-t-001,cell-u-001,red-myco-005;missingResources=F,G,J;strong=[cell-c-001,cell-e-001,cell-h-001,cell-o-003,cell-r-001,red-myco-001,red-myco-002,red-myco-003]|[cell-a-001,cell-n-001,cell-o-002,cell-u-001,red-myco-004]|[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-c-002]|[cell-f-001]|[cell-g-001]|[cell-i-001]|[cell-j-001]|[cell-n-002]|[cell-t-001]|[red-myco-005];weak=[cell-c-001,cell-e-001,cell-h-001,cell-o-003,cell-r-001,red-myco-001,red-myco-002,red-myco-003]|[cell-a-001,cell-n-001,cell-o-002,cell-u-001,red-myco-004]|[cell-b-001,cell-k-001,cell-l-001,cell-m-001,cell-o-001]|[cell-d-001,cell-p-001,cell-q-001,cell-s-001]|[cell-c-002]|[cell-f-001]|[cell-g-001]|[cell-i-001]|[cell-j-001]|[cell-n-002]|[cell-t-001]|[red-myco-005]"
