candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,final_score,connected_cells,layout_score,diagnostics
0,false,-1,12.00,120,9077,3643,0,12,6,12539,13,1471552,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-h-001,cell-i-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001]"
1,false,-1,11.00,110,8460,3832,0,13,5,14758,13,1202270,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=A;strong=[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001]|[cell-a-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001]|[cell-a-001]|[red-myco-002]"
2,false,-1,12.50,125,8588,3851,0,12,6,14124,13,1339473,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-h-001,cell-i-001;missingResources=A;strong=[cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,red-myco-002]|[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-a-001];weak=[cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,red-myco-002]|[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-a-001]"
3,false,-1,12.90,129,8439,4890,0,13,7,29297,13,1471892,"alive=False;won=False;sustained=0;nonGlowing=cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001]|[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001]|[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[red-myco-002]"
4,false,-1,12.90,129,9261,3686,0,13,6,13985,13,1423700,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-i-001;missingResources=E;strong=[cell-c-001,cell-d-001,cell-d-002,cell-g-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001,cell-b-001,cell-f-001,cell-h-001]|[cell-e-001];weak=[cell-c-001,cell-d-001,cell-d-002,cell-g-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001,cell-b-001,cell-f-001,cell-h-001]|[cell-e-001]"
5,false,-1,12.00,120,9046,3623,0,12,6,12319,13,1471174,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-h-001,cell-i-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001]"
6,false,-1,9.80,98,5866,2071,0,13,3,-9068,13,1191041,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=A,E,G,H;strong=[cell-c-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-f-001,cell-h-001]|[cell-a-001]|[cell-b-001]|[cell-d-001]|[cell-e-001]|[cell-g-001]|[red-myco-002];weak=[cell-c-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-f-001,cell-h-001]|[cell-a-001]|[cell-b-001]|[cell-d-001]|[cell-e-001]|[cell-g-001]|[red-myco-002]"
7,false,-1,12.00,120,9048,3628,0,12,6,12377,13,1471479,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-h-001,cell-i-001;missingResources=A;strong=[cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]|[cell-a-001]"
8,false,-1,15.00,150,12172,5354,0,13,8,35050,13,1386087,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-h-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-d-002,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,red-myco-001,red-myco-002]"
9,false,-1,10.10,101,8103,3823,0,12,5,13546,13,1151392,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-d-002,cell-e-001,cell-g-001,cell-h-001,cell-i-001,red-myco-002;missingResources=A;strong=[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001]|[cell-a-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-d-002,cell-i-001,cell-j-001,red-myco-001]|[cell-b-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001]|[cell-a-001]|[red-myco-002]"
