candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,final_score,connected_cells,layout_score,diagnostics
0,false,-1,15.50,155,12390,8107,0,18,11,53825,19,2182032,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
1,false,-1,15.70,157,12607,8028,0,18,11,52693,19,2181215,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
2,false,-1,15.50,155,12390,8107,0,18,11,53825,19,2181046,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
3,false,-1,15.70,157,12607,8028,0,18,11,52693,19,2181042,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
4,false,-1,15.50,155,12390,8107,0,18,11,53825,19,2180252,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
5,false,-1,15.70,157,12607,8028,0,18,11,52693,19,2180229,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
6,false,-1,15.50,155,12390,8107,0,18,11,53825,19,2179039,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-g-001,cell-h-001,cell-j-001,cell-n-002,red-myco-001,red-myco-003;missingResources=none;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-d-001,cell-e-001,cell-j-001,cell-k-001,cell-m-001]|[cell-a-001]|[red-myco-001]|[red-myco-003]"
7,false,-1,15.10,151,11201,6222,0,18,8,29182,19,2167839,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-m-001,cell-n-002,red-myco-001,red-myco-003;missingResources=D,M;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-e-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-d-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-e-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-d-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
8,false,-1,14.80,148,11075,6308,0,18,8,30231,19,2167830,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-m-001,cell-n-002,red-myco-001,red-myco-003;missingResources=D,M;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-e-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-d-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-e-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-d-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
9,false,-1,15.10,151,11201,6222,0,18,8,29182,19,2166832,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-m-001,cell-n-002,red-myco-001,red-myco-003;missingResources=D,M;strong=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-e-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-d-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-b-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,cell-n-001,cell-n-002,red-myco-002]|[cell-a-002,cell-c-001,cell-e-001,cell-j-001,cell-k-001]|[cell-a-001]|[cell-d-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
